//Base stats data: 0 game number, 1 HP, 2 ATK, 3 DEF, 4 SPD, 5 SPATK, 6 SPDEF, 7 type, 8 type, 9 catch rate, 10 base EXP, 
// 11 HP EP, 12 ATK EP, 13 DEF EP, 14 SPD EP, 15 SPATK EP, 16 SPDEF EP, 17 gender, 18 base egg step,
//19 base tameness, 20 growth group, 21 egg group, 22 egg group, 23 ability, 24 ability, 25 color,
//26 D/P item 50%, 27 D/P item 5%, 28 Safari Zone Flag(?)
67,67,80,100,70,45,50,60,1,1,90,146,0,2,0,0,0,0,63,20,70,3,8,8,62,99,7,0,0,0
68,68,90,130,80,55,65,85,1,1,45,193,0,3,0,0,0,0,63,20,70,3,8,8,62,99,7,0,0,0
69,69,50,75,35,40,70,30,12,3,255,84,0,1,0,0,0,0,127,20,70,3,7,7,34,0,3,0,0,0
70,70,65,90,50,55,85,45,12,3,120,151,0,2,0,0,0,0,127,20,70,3,7,7,34,0,3,0,0,0
71,71,80,105,65,70,100,60,12,3,45,191,0,3,0,0,0,0,127,20,70,3,7,7,34,0,3,0,0,0
72,72,40,40,35,70,50,100,11,3,190,105,0,0,0,0,0,1,127,20,70,5,9,9,29,64,1,0,245,0
73,73,80,70,65,100,80,120,11,3,60,205,0,0,0,0,0,2,127,20,70,5,9,9,29,64,1,0,245,0
74,74,40,80,100,20,30,30,5,4,255,73,0,0,1,0,0,0,127,15,70,3,10,10,69,5,5,0,229,0
75,75,55,95,115,35,45,45,5,4,120,134,0,0,2,0,0,0,127,15,70,3,10,10,69,5,5,0,229,0
76,76,80,110,130,45,55,65,5,4,45,177,0,0,3,0,0,0,127,15,70,3,10,10,69,5,5,0,229,0
77,77,50,85,55,90,65,65,10,10,190,152,0,0,0,1,0,0,127,20,70,0,5,5,50,18,2,0,191,0
78,78,65,100,70,105,80,80,10,10,60,192,0,0,0,2,0,0,127,20,70,0,5,5,50,18,2,0,191,0
79,79,90,65,65,15,40,40,11,14,190,99,1,0,0,0,0,0,127,20,70,0,1,2,12,20,9,0,279,0
80,80,95,75,110,30,100,80,11,14,75,164,0,0,2,0,0,0,127,20,70,0,1,2,12,20,9,0,221,0
81,81,25,35,70,45,95,55,13,8,190,89,0,0,0,0,1,0,255,20,70,0,10,10,42,5,7,0,233,0
82,82,50,60,95,70,120,70,13,8,60,161,0,0,0,0,2,0,255,20,70,0,10,10,42,5,7,0,233,0
83,83,52,65,55,60,58,62,0,2,45,94,0,1,0,0,0,0,127,20,70,0,4,5,51,39,5,0,259,0
84,84,35,85,45,75,35,35,0,2,190,96,0,1,0,0,0,0,127,20,70,0,4,4,50,48,5,0,244,0
85,85,60,110,70,100,60,60,0,2,45,158,0,2,0,0,0,0,127,20,70,0,4,4,50,48,5,0,244,0
86,86,65,45,55,45,45,70,11,11,190,100,0,0,0,0,0,1,127,20,70,0,2,5,47,93,8,0,0,0
87,87,90,70,80,70,70,95,11,15,75,176,0,0,0,0,0,2,127,20,70,0,2,5,47,93,8,0,0,0
88,88,80,80,50,25,40,50,3,3,190,90,1,0,0,0,0,0,127,20,70,0,11,11,1,60,6,0,92,0
89,89,105,105,75,50,65,100,3,3,75,157,1,1,0,0,0,0,127,20,70,0,11,11,1,60,6,0,92,0
90,90,30,65,100,40,45,25,11,11,190,97,0,0,1,0,0,0,127,20,70,5,9,9,75,92,6,88,89,0
91,91,50,95,180,70,85,45,11,15,60,203,0,0,2,0,0,0,127,20,70,5,9,9,75,92,6,88,89,0
92,92,30,35,30,80,100,35,7,3,190,95,0,0,0,0,1,0,127,20,70,3,11,11,26,0,6,0,0,0
93,93,45,50,45,95,115,55,7,3,90,126,0,0,0,0,2,0,127,20,70,3,11,11,26,0,6,0,0,0
94,94,60,65,60,110,130,75,7,3,45,190,0,0,0,0,3,0,127,20,70,3,11,11,26,0,6,0,0,0
95,95,35,45,160,70,30,45,5,4,45,108,0,0,1,0,0,0,127,25,70,0,10,10,69,5,7,0,0,0
96,96,60,48,45,42,43,90,14,14,190,102,0,0,0,0,0,1,127,20,70,0,8,8,15,108,2,0,0,0
97,97,85,73,70,67,73,115,14,14,75,165,0,0,0,0,0,2,127,20,70,0,8,8,15,108,2,0,0,0
98,98,30,105,90,50,25,25,11,11,225,115,0,1,0,0,0,0,127,20,70,0,9,9,52,75,0,0,0,0
99,99,55,130,115,75,50,50,11,11,60,206,0,2,0,0,0,0,127,20,70,0,9,9,52,75,0,0,0,0
100,100,40,30,50,100,55,55,13,13,190,103,0,0,0,1,0,0,255,20,70,0,10,10,43,9,0,0,0,0
101,101,60,50,70,140,80,80,13,13,60,150,0,0,0,2,0,0,255,20,70,0,10,10,43,9,0,0,0,0
102,102,60,40,80,40,60,45,12,14,90,98,0,0,1,0,0,0,127,20,70,5,7,7,34,0,9,0,0,120
103,103,95,95,85,55,125,65,12,14,45,212,0,0,0,0,2,0,127,20,70,5,7,7,34,0,2,0,0,0
104,104,50,50,95,35,40,50,4,4,190,87,0,0,1,0,0,0,127,20,70,0,1,1,69,31,5,0,258,0
105,105,60,80,110,45,50,80,4,4,75,124,0,0,2,0,0,0,127,20,70,0,1,1,69,31,5,0,258,0
106,106,50,120,53,87,35,110,1,1,45,139,0,2,0,0,0,0,0,25,70,0,8,8,7,120,5,0,0,0
107,107,50,105,79,76,35,110,1,1,45,140,0,0,0,0,0,2,0,25,70,0,8,8,51,89,5,0,0,0
108,108,90,55,75,30,60,75,0,0,45,127,2,0,0,0,0,0,127,20,70,0,1,1,20,12,9,0,279,0
109,109,40,65,95,35,60,45,3,3,190,114,0,0,1,0,0,0,127,20,70,0,11,11,26,0,6,0,228,0
110,110,65,90,120,60,85,70,3,3,60,173,0,0,2,0,0,0,127,20,70,0,11,11,26,0,6,0,228,0
111,111,80,85,95,25,30,30,4,5,120,135,0,0,1,0,0,0,127,20,70,5,1,5,31,69,7,0,0,0
112,112,105,130,120,40,45,45,4,5,60,204,0,2,0,0,0,0,127,20,70,5,1,5,31,69,7,0,0,0
113,113,250,5,5,50,35,105,0,0,30,255,2,0,0,0,0,0,254,40,140,4,6,6,30,32,9,110,231,0
114,114,65,55,115,60,100,40,12,12,45,166,0,0,1,0,0,0,127,20,70,0,7,7,34,102,1,0,0,0
115,115,105,95,80,90,40,80,0,0,45,175,2,0,0,0,0,0,254,20,70,0,1,1,48,113,5,0,0,150
116,116,30,40,70,60,70,25,11,11,225,83,0,0,0,0,1,0,127,20,70,0,2,14,33,97,1,0,235,0
117,117,55,65,95,85,95,45,11,11,75,155,0,0,1,0,1,0,127,20,70,0,2,14,38,97,1,0,235,0
118,118,45,67,60,63,35,50,11,11,225,111,0,1,0,0,0,0,127,20,70,0,12,12,33,41,0,0,0,0
119,119,80,92,65,68,65,80,11,11,60,170,0,2,0,0,0,0,127,20,70,0,12,12,33,41,0,0,0,0
120,120,30,45,55,85,70,55,11,11,225,106,0,0,0,1,0,0,255,20,70,5,9,9,35,30,5,90,91,0
121,121,60,75,85,115,100,85,11,14,60,207,0,0,0,2,0,0,255,20,70,5,9,9,35,30,6,90,91,0
122,122,40,45,65,90,100,120,14,14,45,136,0,0,0,0,0,2,127,25,70,0,8,8,43,111,9,0,154,0
123,123,70,110,80,105,55,80,6,2,45,187,0,1,0,0,0,0,127,25,70,0,3,3,68,101,3,0,0,0
124,124,65,50,35,95,115,95,15,14,45,137,0,0,0,0,2,0,254,25,70,0,8,8,12,108,0,153,153,0
125,125,65,83,57,105,95,85,13,13,45,156,0,0,0,2,0,0,63,25,70,0,8,8,9,0,2,322,0,0
126,126,65,95,57,93,100,85,10,10,45,167,0,0,0,0,2,0,63,25,70,0,8,8,49,0,0,0,323,0
127,127,65,125,100,85,55,70,6,6,45,200,0,2,0,0,0,0,127,25,70,5,3,3,52,104,5,0,0,0
128,128,75,100,95,110,40,70,0,0,45,211,0,1,0,1,0,0,0,20,70,5,5,5,22,83,5,0,0,0
129,129,20,10,55,80,15,20,11,11,255,20,0,0,0,1,0,0,127,5,70,5,12,14,33,0,0,0,0,90
130,130,95,125,79,81,60,100,11,2,45,214,0,2,0,0,0,0,127,5,70,5,12,14,22,0,1,0,0,60
131,131,130,85,80,60,85,95,11,15,45,219,2,0,0,0,0,0,127,40,70,5,1,2,11,75,1,0,0,0
132,132,48,48,48,48,48,48,0,0,35,61,1,0,0,0,0,0,255,20,70,0,13,13,7,0,6,274,257,0
133,133,55,55,50,55,45,65,0,0,45,92,0,0,0,0,0,1,31,35,70,0,5,5,50,91,5,0,0,0
134,134,130,65,60,65,110,95,11,11,45,196,2,0,0,0,0,0,31,35,70,0,5,5,11,11,1,0,0,0
135,135,65,65,60,130,110,95,13,13,45,197,0,0,0,2,0,0,31,35,70,0,5,5,10,10,2,0,0,0
136,136,65,130,60,65,95,110,10,10,45,198,0,2,0,0,0,0,31,35,70,0,5,5,18,18,0,0,0,0
137,137,65,60,70,40,85,75,0,0,45,130,0,0,0,0,1,0,255,20,70,0,10,10,36,88,9,0,0,0
138,138,35,40,100,35,90,55,5,11,45,99,0,0,1,0,0,0,31,30,70,0,2,9,33,75,1,0,0,0
139,139,70,60,125,55,115,70,5,11,45,199,0,0,2,0,0,0,31,30,70,0,2,9,33,75,1,0,0,0
140,140,30,80,90,55,55,45,5,11,45,99,0,0,1,0,0,0,31,30,70,0,2,9,33,4,5,0,0,0
141,141,60,115,105,80,65,70,5,11,45,199,0,2,0,0,0,0,31,30,70,0,2,9,33,4,5,0,0,0
142,142,80,105,65,130,60,75,5,2,45,202,0,0,0,2,0,0,31,35,70,5,4,4,69,46,6,0,0,0
143,143,160,110,65,30,65,110,0,0,25,154,2,0,0,0,0,0,31,40,70,5,1,1,17,47,4,234,234,0
144,144,90,85,100,85,95,125,15,2,3,215,0,0,0,0,0,3,255,80,35,5,15,15,46,0,1,0,0,0
145,145,90,90,85,100,125,90,13,2,3,216,0,0,0,0,3,0,255,80,35,5,15,15,46,0,2,0,0,0
146,146,90,100,90,90,125,85,10,2,3,217,0,0,0,0,3,0,255,80,35,5,15,15,46,0,2,0,0,0
147,147,41,64,45,50,50,50,16,16,45,67,0,1,0,0,0,0,127,40,35,5,2,14,61,0,1,0,235,0
148,148,61,84,65,70,70,70,16,16,45,144,0,2,0,0,0,0,127,40,35,5,2,14,61,0,1,0,235,0
149,149,91,134,95,80,100,100,16,2,45,218,0,3,0,0,0,0,127,40,35,5,2,14,39,0,5,0,235,0
150,150,106,110,90,130,154,90,14,14,3,220,0,0,0,0,3,0,255,120,0,5,15,15,46,0,6,0,0,0
151,151,100,100,100,100,100,100,14,14,45,64,3,0,0,0,0,0,255,120,100,3,15,15,28,0,9,157,157,0
152,152,45,49,65,45,49,65,12,12,45,64,0,0,0,0,0,1,31,20,70,3,1,7,65,0,3,0,0,0
153,153,60,62,80,60,63,80,12,12,45,141,0,0,1,0,0,1,31,20,70,3,1,7,65,0,3,0,0,0
154,154,80,82,100,80,83,100,12,12,45,208,0,0,1,0,0,2,31,20,70,3,1,7,65,0,3,0,0,0
155,155,39,52,43,65,60,50,10,10,45,65,0,0,0,1,0,0,31,20,70,3,5,5,66,0,2,0,0,0
156,156,58,64,58,80,80,65,10,10,45,142,0,0,0,1,1,0,31,20,70,3,5,5,66,0,2,0,0,0
157,157,78,84,78,100,109,85,10,10,45,209,0,0,0,0,3,0,31,20,70,3,5,5,66,0,2,0,0,0
158,158,50,65,64,43,44,48,11,11,45,66,0,1,0,0,0,0,31,20,70,3,1,2,67,0,1,0,0,0
159,159,65,80,80,58,59,63,11,11,45,143,0,1,1,0,0,0,31,20,70,3,1,2,67,0,1,0,0,0
160,160,85,105,100,78,79,83,11,11,45,210,0,2,1,0,0,0,31,20,70,3,1,2,67,0,1,0,0,0
161,161,35,46,34,20,35,45,0,0,255,57,0,1,0,0,0,0,127,15,70,0,5,5,50,51,5,0,155,0
162,162,85,76,64,90,45,55,0,0,90,116,0,0,0,2,0,0,127,15,70,0,5,5,50,51,5,155,158,0
163,163,60,30,30,50,36,56,0,2,255,58,1,0,0,0,0,0,127,15,70,0,4,4,15,51,5,0,0,90
164,164,100,50,50,70,76,96,0,2,90,162,2,0,0,0,0,0,127,15,70,0,4,4,15,51,5,0,0,60
165,165,40,20,30,55,40,80,6,2,255,54,0,0,0,0,0,1,127,15,70,4,3,3,68,48,0,0,0,0
166,166,55,35,50,85,55,110,6,2,90,134,0,0,0,0,0,2,127,15,70,4,3,3,68,48,0,0,0,0
167,167,40,60,40,30,40,40,6,3,255,54,0,1,0,0,0,0,127,15,70,4,3,3,68,15,3,0,0,0
168,168,70,90,70,40,60,60,6,3,90,134,0,2,0,0,0,0,127,15,70,4,3,3,68,15,0,0,0,0
169,169,85,90,80,130,70,80,3,2,90,204,0,0,0,3,0,0,127,15,70,0,4,4,39,0,6,0,0,0
170,170,75,38,38,67,56,56,11,13,190,90,1,0,0,0,0,0,127,20,70,5,12,12,10,35,1,0,227,0
171,171,125,58,58,67,76,76,11,13,75,156,2,0,0,0,0,0,127,20,70,5,12,12,10,35,1,0,227,0
172,172,20,40,15,60,35,35,13,13,190,42,0,0,0,1,0,0,127,10,70,0,15,15,9,0,2,0,155,0
173,173,50,25,28,15,45,55,0,0,150,37,0,0,0,0,0,1,191,10,140,4,15,15,56,98,9,154,81,0
174,174,90,30,15,15,40,20,0,0,170,39,1,0,0,0,0,0,191,10,70,4,15,15,56,0,9,0,0,0
175,175,35,20,65,20,40,65,0,0,190,74,0,0,0,0,0,1,31,10,70,4,15,15,55,32,8,0,0,0
176,176,55,40,85,40,80,105,0,2,75,114,0,0,0,0,0,2,31,10,70,4,4,6,55,32,8,0,0,0
177,177,40,50,45,70,70,45,14,2,190,73,0,0,0,0,1,0,127,20,70,0,4,4,28,48,3,0,0,0
178,178,65,75,70,95,95,70,14,2,75,171,0,0,0,1,1,0,127,20,70,0,4,4,28,48,3,0,0,0
179,179,55,40,40,35,65,45,13,13,235,59,0,0,0,0,1,0,127,20,70,3,1,5,9,0,8,0,0,0
180,180,70,55,55,45,80,60,13,13,120,117,0,0,0,0,2,0,127,20,70,3,1,5,9,0,9,0,0,0
181,181,90,75,75,55,115,90,13,13,45,194,0,0,0,0,3,0,127,20,70,3,1,5,9,0,2,0,0,0
182,182,75,80,85,50,90,100,12,12,45,184,0,0,0,0,0,3,127,20,70,3,7,7,34,0,3,0,0,0
183,183,70,20,50,40,20,50,11,11,190,58,2,0,0,0,0,0,127,10,70,4,2,6,47,37,1,0,0,60
184,184,100,50,80,50,50,80,11,11,75,153,3,0,0,0,0,0,127,10,70,4,2,6,47,37,1,0,0,0
185,185,70,100,115,30,30,65,5,5,65,135,0,0,2,0,0,0,127,20,70,0,10,10,5,69,5,0,0,0
186,186,90,75,75,70,90,100,11,11,45,185,0,0,0,0,0,3,127,20,70,3,2,2,11,6,3,0,221,0
187,187,35,35,40,50,35,55,12,2,255,74,0,0,0,0,0,1,127,20,70,3,6,7,34,102,9,0,0,0
188,188,55,45,50,80,45,65,12,2,120,136,0,0,0,2,0,0,127,20,70,3,6,7,34,102,3,0,0,0
189,189,75,55,70,110,55,85,12,2,45,176,0,0,0,3,0,0,127,20,70,3,6,7,34,102,1,0,0,0
190,190,55,70,55,85,40,55,0,0,45,94,0,0,0,1,0,0,127,20,70,4,5,5,50,53,6,0,0,0
191,191,30,30,30,30,30,30,12,12,235,52,0,0,0,0,1,0,127,20,70,3,7,7,34,94,2,0,192,0
192,192,75,75,55,30,105,85,12,12,120,146,0,0,0,0,2,0,127,20,70,3,7,7,34,94,2,0,0,0
193,193,65,65,45,95,75,45,6,2,75,147,0,0,0,1,0,0,127,20,70,0,3,3,3,14,0,0,265,120
194,194,55,45,45,15,25,25,11,4,255,52,1,0,0,0,0,0,127,20,70,0,2,5,6,11,1,0,0,120
195,195,95,85,85,35,65,65,11,4,90,137,2,0,0,0,0,0,127,20,70,0,2,5,6,11,1,0,0,60
196,196,65,65,60,110,130,95,14,14,45,197,0,0,0,0,2,0,31,35,70,0,5,5,28,28,6,0,0,0
197,197,95,65,110,65,60,130,17,17,45,197,0,0,0,0,0,2,31,35,35,0,5,5,28,28,4,0,0,0
198,198,60,85,42,91,85,42,17,2,30,107,0,0,0,1,0,0,127,20,35,3,4,4,15,105,4,0,0,0
199,199,95,75,80,30,100,110,11,14,70,164,0,0,0,0,0,3,127,20,70,0,1,2,12,20,9,0,221,0
200,200,60,60,60,85,85,85,7,7,45,147,0,0,0,0,0,1,127,25,35,4,11,11,26,0,7,0,0,0
201,201,48,72,48,48,72,48,14,14,225,61,0,1,0,0,1,0,255,40,70,0,15,15,26,0,4,0,0,0
202,202,190,33,58,33,33,58,14,14,45,177,2,0,0,0,0,0,127,20,70,0,11,11,23,0,1,0,0,0
203,203,70,80,65,85,90,65,0,14,60,149,0,0,0,0,2,0,127,20,70,0,5,5,39,48,2,0,156,0
204,204,50,65,90,15,35,35,6,6,190,60,0,0,1,0,0,0,127,20,70,0,3,3,5,0,7,0,0,0
205,205,75,90,140,40,60,60,6,8,75,118,0,0,2,0,0,0,127,20,70,0,3,3,5,0,6,0,0,0
206,206,100,70,70,45,65,65,0,0,190,125,1,0,0,0,0,0,127,20,70,0,5,5,32,50,2,0,0,0
207,207,65,75,105,85,35,65,4,2,60,108,0,0,1,0,0,0,127,20,70,3,3,3,52,8,6,0,0,0
208,208,75,85,200,30,55,65,8,4,25,196,0,0,2,0,0,0,127,25,70,0,10,10,69,5,7,0,233,0
209,209,60,80,50,30,40,40,0,0,190,63,0,1,0,0,0,0,191,20,70,4,5,6,22,50,9,0,0,0
210,210,90,120,75,45,60,60,0,0,75,178,0,2,0,0,0,0,191,20,70,4,5,6,22,95,6,0,0,0
211,211,65,95,75,85,55,55,11,3,45,100,0,1,0,0,0,0,127,20,70,0,12,12,38,33,7,0,245,0
212,212,70,130,100,65,55,80,6,8,25,200,0,2,0,0,0,0,127,25,70,0,3,3,68,101,0,0,0,0
213,213,20,10,230,5,10,230,6,5,190,80,0,0,1,0,0,1,127,20,70,3,3,3,5,82,2,155,155,0
214,214,80,125,75,85,40,95,6,1,45,200,0,2,0,0,0,0,127,25,70,5,3,3,68,62,1,0,0,0
215,215,55,95,55,115,35,75,17,15,60,132,0,0,0,1,0,0,127,20,35,3,5,5,39,51,4,286,217,0
216,216,60,80,50,40,50,50,0,0,120,124,0,1,0,0,0,0,127,20,70,0,5,5,53,95,5,0,0,0
217,217,90,130,75,55,75,75,0,0,60,189,0,2,0,0,0,0,127,20,70,0,5,5,62,95,5,0,0,0
218,218,40,40,40,20,70,40,10,10,190,78,0,0,0,0,1,0,127,20,70,0,11,11,40,49,0,0,0,0
219,219,50,50,120,30,80,80,10,5,75,154,0,0,2,0,0,0,127,20,70,0,11,11,40,49,0,0,0,0
220,220,50,50,40,50,30,30,15,4,225,78,0,1,0,0,0,0,127,20,70,5,5,5,12,81,5,0,0,0
221,221,100,100,80,50,60,60,15,4,75,160,1,1,0,0,0,0,127,20,70,5,5,5,12,81,5,0,0,0
222,222,55,55,85,35,65,85,11,5,60,113,0,0,1,0,0,1,191,20,70,4,2,9,55,30,9,0,238,0
223,223,35,65,35,65,65,35,11,11,190,78,0,0,0,0,1,0,127,20,70,0,2,12,55,97,7,0,0,0
224,224,75,105,75,45,105,75,11,11,75,164,0,1,0,0,1,0,127,20,70,0,2,12,21,97,0,0,0,0
225,225,45,55,45,75,65,45,15,2,45,183,0,0,0,1,0,0,127,20,70,4,2,5,72,55,0,0,0,0
